antecedent;consequent;lift;confidence;support;netconf;amplitude;coverage
UUP [-1.10, 4.50]%, AMZN [-5.65, -0.28]%;IYR [-10.56, 1.48]%;1.15;0.809;0.206;0.142;0.739;0.255
JPM [-13.31, -5.23]%;IYR [-10.69, -1.84]%;3.842;0.685;0.032;0.531;0.879;0.046
DIS [-20.56, -3.58]%;IYR [-10.86, -4.32]%;4.519;0.231;0.026;0.203;0.743;0.114
JPM [-19.45, 2.01]%;IYR [-11.33, 0.98]%;1.124;0.688;0.492;0.267;0.765;0.716
JPM [-25.23, -3.04]%, SPY [-12.49, 3.49]%;IYR [-11.80, 0.51]%;1.474;0.774;0.105;0.288;0.695;0.136
SPY [-8.09, 17.92]%, UUP [-4.08, 6.09]%, INTC [-7.13, -0.55]%;IYR [-11.83, -1.74]%;1.508;0.287;0.083;0.136;0.528;0.288
SAP [-11.01, -2.94]%, BA [-7.90, 67.45]%;IYR [-11.94, -1.11]%;1.679;0.414;0.055;0.193;0.691;0.134
JPM [-4.04, 12.61]%, AMZN [-16.66, -3.50]%;IYR [-12.85, -1.87]%;1.426;0.255;0.03;0.086;0.801;0.117
BA [-27.97, 40.56]%, SAP [-3.59, -0.33]%, JPM [-10.54, 0.87]%;IYR [-13.18, 0.17]%;1.403;0.65;0.135;0.236;0.758;0.207
SAP [-12.03, -3.53]%, AMZN [-22.29, 12.35]%, AAPL [-0.05, 14.61]%;IYR [-13.18, -1.66]%;1.166;0.231;0.01;0.034;0.69;0.044
SPY [-12.43, 1.66]%;IYR [-13.40, -4.86]%;1.271;0.056;0.044;0.056;0.742;0.787
SAP [-27.14, -2.93]%, XLE [-9.33, 23.59]%, SPY [-16.14, 9.43]%;IYR [-14.25, -1.84]%;1.903;0.349;0.05;0.194;0.528;0.144
month([2, 5]), GOOGL [-6.14, -2.30]%;IYR [-14.26, -1.47]%;1.528;0.327;0.015;0.119;0.815;0.047
CLX [-5.20, -1.06]%, WMT [-11.38, 15.32]%;IYR [-14.27, -2.24]%;1.811;0.26;0.063;0.154;0.641;0.243
SAP [-12.67, -0.19]%, JPM [-6.16, 20.55]%;IYR [-14.59, 0.10]%;1.293;0.585;0.241;0.226;0.727;0.413
IWM [-13.17, 0.48]%, NVDA [-13.35, -6.23]%;IYR [-14.87, -2.88]%;3.173;0.341;0.025;0.252;0.805;0.073
NVDA [-12.92, 14.72]%, SPY [-9.61, -0.73]%;IYR [-15.20, 1.95]%;1.254;0.973;0.241;0.262;0.7;0.248
INTC [-29.00, -1.23]%;IYR [-15.45, 1.15]%;1.241;0.806;0.27;0.236;0.674;0.334
SAP [-8.29, 21.60]%, XLK [-10.52, -6.17]%;IYR [-15.68, 0.97]%;1.632;1.0;0.012;0.392;0.675;0.012
BA [-38.56, 36.42]%, EEM [-25.71, -2.32]%;IYR [-15.72, 1.07]%;1.34;0.849;0.144;0.259;0.569;0.17
SAP [-21.68, -2.79]%, AAPL [-7.42, 8.39]%, BA [-6.96, 53.47]%;IYR [-15.92, -1.05]%;1.584;0.403;0.051;0.17;0.637;0.127
CLX [-5.05, 0.01]%, XLF [-3.68, 29.80]%;IYR [-17.00, -1.12]%;1.221;0.302;0.124;0.093;0.689;0.41
JPM [-29.10, 17.56]%, SAP [-6.54, -1.68]%;IYR [-17.33, 1.70]%;1.133;0.839;0.196;0.129;0.667;0.234
EEM [-6.93, 1.96]%, JPM [-9.47, 4.39]%;IYR [-17.75, 1.99]%;1.101;0.861;0.57;0.235;0.782;0.662
SPY [-8.50, 6.78]%, CPB [-5.89, 18.24]%, EFX [-32.27, -2.76]%;IYR [-17.76, -1.10]%;2.4;0.6;0.084;0.407;0.514;0.141
EEM [-25.06, -3.74]%, XLK [-5.17, 1.13]%;IYR [-17.78, 1.95]%;1.254;0.972;0.06;0.209;0.701;0.061
SAP [-21.39, -2.50]%, NVDA [-15.04, 20.43]%, MU [-7.92, 23.79]%;IYR [-19.01, 0.88]%;1.237;0.731;0.104;0.163;0.614;0.142
BA [-16.49, 84.78]%, EFX [-10.94, -0.64]%, AAPL [-13.28, 17.72]%, month([1, 5]);IYR [-19.65, 1.42]%;1.299;0.912;0.115;0.24;0.515;0.126
SAP [-8.64, 0.72]%, JPM [-13.99, 2.75]%;IYR [-19.76, 0.38]%;1.246;0.631;0.291;0.231;0.762;0.461
BA [2.20, 46.71]%;IYR [-2.00, 10.72]%;1.1;0.913;0.267;0.118;0.723;0.293
SPY [-0.54, 1.02]%;IYR [-2.00, 12.32]%;1.101;0.913;0.331;0.131;0.867;0.363
MU [-22.20, 9.73]%, EEM [2.21, 20.30]%, XLE [-9.43, 13.18]%, INTC [5.62, 41.48]%;IYR [-2.00, 23.49]%;1.2;1.0;0.028;0.171;0.606;0.028
SPY [-1.45, 4.41]%, EEM [1.54, 9.49]%;IYR [2.01, 9.53]%;1.751;0.355;0.105;0.216;0.859;0.295
NVDA [-21.72, 18.90]%, month([5, 7]), SHY [0.07, 1.35]%;IYR [2.13, 33.08]%;1.274;0.25;0.023;0.059;0.549;0.092
TLT [-1.77, 4.66]%, CPB [-13.61, 17.62]%, NVDA [-0.33, 36.33]%;IYR [2.17, 30.68]%;1.319;0.254;0.125;0.121;0.441;0.49
AMZN [-16.28, 15.65]%, EEM [-4.04, 16.95]%, SPY [0.58, 3.89]%;IYR [2.18, 10.77]%;1.673;0.315;0.131;0.216;0.72;0.414
GOOGL [-10.39, 9.75]%, JPM [-14.53, 25.53]%, SPY [1.12, 13.59]%;IYR [2.18, 6.40]%;2.147;0.381;0.113;0.29;0.66;0.298
SAP [-19.45, 17.76]%, CPB [-9.06, 19.32]%, XLE [-28.21, 27.88]%, JPM [1.99, 19.55]%;IYR [2.25, 27.47]%;1.783;0.327;0.09;0.199;0.383;0.276
CPB [2.61, 20.14]%, KO [-19.22, 11.08]%, JPM [-11.09, 23.78]%, INTC [3.88, 19.84]%;IYR [2.27, 10.31]%;3.612;0.641;0.021;0.48;0.538;0.033
XLF [-25.83, 29.80]%, BA [-30.04, 32.58]%, SAP [-5.80, -0.68]%, month([5, 12]);IYR [-2.28, -1.78]%;1.11;0.05;0.011;0.006;0.571;0.221
XLF [-25.83, 29.80]%, BA [-30.04, 32.58]%, SAP [-5.80, -0.68]%, month([5, 12]);IYR [-2.28, -1.78]%;1.11;0.05;0.011;0.006;0.571;0.221
KO [-0.67, 11.49]%, INTC [-11.03, 24.99]%;IYR [2.28, 5.67]%;1.286;0.205;0.141;0.145;0.68;0.686
EFX [0.79, 20.81]%, HYG [-3.86, 6.21]%, MU [8.42, 41.42]%, XLK [0.73, 4.57]%, UUP [-3.72, 4.21]%;IYR [2.29, 7.10]%;2.126;0.356;0.014;0.196;0.648;0.038
CLX [-9.67, 20.84]%, week_number([477, 859]), XLV [-5.50, 6.78]%;IYR [-2.33, -0.84]%;1.108;0.163;0.052;0.023;0.571;0.32
CLX [-9.67, 20.84]%, week_number([477, 859]), XLV [-5.50, 6.78]%;IYR [-2.33, -0.84]%;1.108;0.163;0.052;0.023;0.571;0.32
AMZN [-10.28, -4.55]%, SAP [-17.08, 11.05]%;IYR [-2.33, -1.25]%;1.734;0.158;0.016;0.075;0.781;0.102
AMZN [-10.28, -4.55]%, SAP [-17.08, 11.05]%;IYR [-2.33, -1.25]%;1.734;0.158;0.016;0.075;0.781;0.102
INTC [-0.00, 26.51]%;IYR [2.33, 18.24]%;1.416;0.248;0.132;0.156;0.688;0.534
SHY [0.17, 1.26]%, BA [-16.55, 84.78]%, AAPL [-14.04, 18.41]%, EFX [4.36, 17.30]%;IYR [2.46, 18.90]%;5.15;0.826;0.016;0.679;0.49;0.02
CLX [-4.33, 5.86]%, SAP [-26.67, 20.35]%, SPY [-17.80, 0.77]%;IYR [-2.48, -0.37]%;1.393;0.342;0.187;0.212;0.564;0.546
CLX [-4.33, 5.86]%, SAP [-26.67, 20.35]%, SPY [-17.80, 0.77]%;IYR [-2.48, -0.37]%;1.393;0.342;0.187;0.212;0.564;0.546
XLE [-18.57, 27.88]%, SAP [-2.17, 22.44]%;IYR [2.50, 11.33]%;1.149;0.177;0.138;0.104;0.546;0.779
AMZN [1.53, 23.36]%, CPB [-13.61, 17.96]%, JPM [-5.69, 16.26]%;IYR [2.50, 7.74]%;1.584;0.231;0.084;0.134;0.588;0.362
SPY [-2.85, 4.88]%, XLE [-29.56, -0.20]%;IYR [-2.62, 2.16]%;1.126;0.766;0.28;0.135;0.748;0.365
DIS [-1.03, -0.20]%, XOM [-14.87, 8.75]%;IYR [-2.70, 3.06]%;1.157;0.882;0.096;0.135;0.784;0.108
XLV [1.93, 5.65]%;IYR [2.71, 12.65]%;2.139;0.287;0.044;0.18;0.847;0.152
week_number([572, 678]), INTC [-21.85, 5.88]%;IYR [-2.85, 0.93]%;1.164;0.577;0.051;0.089;0.819;0.089
week_number([572, 678]), INTC [-21.85, 5.88]%;IYR [-2.85, 0.93]%;1.164;0.577;0.051;0.089;0.819;0.089
DIS [-20.56, 16.59]%, AAPL [1.07, 14.49]%;IYR [2.87, 8.65]%;1.662;0.19;0.088;0.141;0.565;0.462
BA [-3.31, 50.53]%, AMZN [-20.31, 40.68]%, UUP [-3.54, 6.24]%, XLE [-24.39, -0.93]%;IYR [-2.96, -1.13]%;1.374;0.196;0.039;0.067;0.461;0.201
BA [-3.31, 50.53]%, AMZN [-20.31, 40.68]%, UUP [-3.54, 6.24]%, XLE [-24.39, -0.93]%;IYR [-2.96, -1.13]%;1.374;0.196;0.039;0.067;0.461;0.201
INTC [2.07, 26.38]%, month([7, 12]), MSFT [-9.51, 6.89]%, EFX [-0.19, 3.70]%;IYR [2.97, 33.08]%;1.629;0.193;0.015;0.081;0.635;0.075
XLF [-8.00, 31.52]%, EEM [-18.41, -5.29]%, INTC [-11.44, 23.60]%;IYR [-21.26, -4.34]%;8.143;0.452;0.012;0.407;0.589;0.026
week_number([452, 1037]), HYG [-7.35, 11.47]%, AAPL [-3.97, 18.41]%, EFX [-26.78, 10.79]%, SPY [-6.78, 4.08]%, SAP [-23.11, 0.17]%;IYR [-22.19, -1.57]%;1.23;0.255;0.055;0.061;0.483;0.214
EEM [-21.28, -0.15]%, XLK [-7.68, -0.46]%, CLX [-11.30, 0.17]%, SPY [-18.91, 5.47]%;IYR [-22.75, 0.22]%;1.761;0.837;0.127;0.427;0.608;0.152
SPY [-18.91, -1.17]%, UUP [-2.72, 6.24]%, EEM [-22.27, 1.34]%;IYR [-24.24, -5.18]%;4.377;0.179;0.032;0.169;0.491;0.181
SPY [-11.81, 4.29]%, XLE [-8.35, -1.59]%;IYR [-27.15, -3.03]%;1.552;0.16;0.039;0.076;0.693;0.245
XLK [-8.40, -1.49]%, XLF [-30.17, 31.52]%, DIS [-7.77, 18.91]%;IYR [-27.16, -1.17]%;2.193;0.524;0.094;0.347;0.434;0.179
NVDA [-2.42, 1.34]%, XLE [-10.35, 4.88]%;IYR [-27.42, 0.63]%;1.112;0.604;0.147;0.08;0.755;0.243
XLE [-15.03, -0.74]%, JPM [-4.60, 39.76]%, SPY [-15.84, 2.19]%;IYR [-29.02, -0.53]%;1.271;0.441;0.131;0.134;0.565;0.298
INTC [-4.06, -1.27]%, IWM [-0.29, 6.87]%, EFX [-2.02, 12.08]%;IYR [-3.02, 4.39]%;1.132;0.954;0.071;0.12;0.856;0.074
XLK [-7.15, 6.41]%, NVDA [-18.41, 24.20]%, KO [1.32, 11.49]%, SAP [-8.93, 12.98]%, XLE [-27.62, 27.88]%;IYR [3.12, 4.98]%;1.701;0.126;0.032;0.07;0.551;0.257
XLK [-7.15, 6.41]%, NVDA [-18.41, 24.20]%, KO [1.32, 11.49]%, SAP [-8.93, 12.98]%, XLE [-27.62, 27.88]%;IYR [3.12, 4.98]%;1.701;0.126;0.032;0.07;0.551;0.257
AMZN [-19.03, 23.19]%, EFX [-6.11, 20.81]%, EWP [-6.37, 19.94]%, AAPL [-15.47, 18.41]%, CLX [-11.22, 2.77]%, JPM [-1.23, 39.76]%;IYR [3.19, 20.12]%;1.204;0.121;0.072;0.05;0.467;0.591
AMZN [-22.29, 23.98]%, KO [-11.78, 1.62]%, XLE [2.61, 27.88]%;IYR [3.20, 23.74]%;1.524;0.156;0.023;0.063;0.526;0.148
KO [-19.22, 5.61]%, AAPL [1.75, 3.31]%;IYR [3.43, 24.61]%;1.113;0.095;0.015;0.011;0.608;0.153
month([3, 5]), KO [-19.22, 8.25]%, GOOGL [-16.83, 6.41]%;IYR [3.53, 10.33]%;1.134;0.086;0.02;0.013;0.579;0.228
XOM [-5.84, 18.07]%, XLF [5.05, 11.89]%, BA [-29.18, 37.49]%;IYR [3.53, 24.09]%;8.346;0.676;0.02;0.613;0.623;0.029
GOOGL [-4.00, 12.83]%, SPY [-0.17, 12.32]%;IYR [3.57, 33.08]%;1.526;0.124;0.073;0.103;0.612;0.586
AMZN [-13.73, 8.16]%, SPY [-6.46, 0.12]%, DIS [0.73, 10.78]%;IYR [-3.65, 2.63]%;1.171;0.908;0.067;0.143;0.783;0.074
SPY [-18.91, 8.84]%, CLX [-0.85, 3.02]%, INTC [-29.00, 0.20]%, XLK [-1.52, 2.52]%;IYR [-3.78, 1.52]%;1.109;0.719;0.136;0.087;0.703;0.189
SPY [-18.91, 8.84]%, CLX [-0.85, 3.02]%, INTC [-29.00, 0.20]%, XLK [-1.52, 2.52]%;IYR [-3.78, 1.52]%;1.109;0.719;0.136;0.087;0.703;0.189
DIS [-12.11, 20.69]%, GLD [-8.02, -0.15]%;IYR [-3.81, -1.47]%;1.281;0.189;0.074;0.068;0.618;0.392
DIS [-12.11, 20.69]%, GLD [-8.02, -0.15]%;IYR [-3.81, -1.47]%;1.281;0.189;0.074;0.068;0.618;0.392
INTC [2.10, 24.61]%;IYR [3.82, 7.51]%;2.167;0.126;0.037;0.096;0.811;0.292
AMZN [2.87, 17.36]%, JPM [-4.09, 3.52]%;IYR [3.85, 6.50]%;1.608;0.089;0.016;0.041;0.877;0.182
AMZN [3.06, 12.53]%;IYR [4.01, 11.01]%;2.035;0.118;0.027;0.078;0.87;0.231
XLF [-1.49, 17.62]%, SAP [1.89, 17.41]%, MU [-32.38, 25.61]%, TLT [-5.14, 9.62]%;IYR [4.18, 32.78]%;2.172;0.132;0.034;0.096;0.495;0.259
INTC [5.76, 41.48]%;IYR [4.23, 6.73]%;2.677;0.117;0.01;0.08;0.727;0.088
JPM [5.37, 7.73]%;IYR [4.30, 19.50]%;4.262;0.218;0.01;0.175;0.866;0.047
JPM [-2.44, 11.33]%, SPY [-5.87, 6.13]%, NVDA [-5.57, -4.10]%;IYR [-4.54, 4.01]%;1.115;0.984;0.053;0.108;0.835;0.054
NVDA [-10.58, -4.88]%, DIS [-19.02, 14.77]%;IYR [-4.63, 0.01]%;1.247;0.485;0.056;0.109;0.676;0.116
NVDA [-10.58, -4.88]%, DIS [-19.02, 14.77]%;IYR [-4.63, 0.01]%;1.247;0.485;0.056;0.109;0.676;0.116
MSFT [3.02, 16.89]%, INTC [-23.22, -2.52]%, SAP [-23.53, 15.28]%;IYR [-4.90, 4.08]%;1.125;1.0;0.013;0.112;0.6;0.013
MU [-1.57, 13.29]%, AMZN [-9.62, -4.21]%;IYR [-5.11, -0.94]%;1.278;0.295;0.011;0.067;0.893;0.038
month([1, 6]);IYR [5.14, 27.54]%;1.186;0.035;0.018;0.011;0.598;0.506
SAP [-4.03, -0.07]%, AAPL [2.09, 12.80]%;IYR [-5.35, -0.23]%;1.177;0.43;0.037;0.071;0.864;0.085
AMZN [-9.29, 6.36]%, AAPL [-23.89, 5.61]%;IYR [-5.40, -3.83]%;1.104;0.039;0.031;0.018;0.678;0.795
GOOGL [-16.83, -0.84]%, NVDA [-32.67, 13.49]%, XLF [-23.34, 16.81]%;IYR [-5.50, -0.59]%;1.381;0.416;0.129;0.166;0.569;0.31
NVDA [-7.48, 27.57]%, KO [-19.22, 10.05]%, EEM [-12.88, -0.60]%;IYR [-5.58, -2.66]%;1.841;0.163;0.049;0.106;0.57;0.298
XLK [-8.42, -1.10]%, CLX [-7.96, 8.24]%;IYR [-5.72, 0.31]%;1.499;0.693;0.162;0.301;0.741;0.234
KO [-19.22, 4.68]%, SAP [-3.74, -1.15]%, NVDA [-1.78, 21.05]%, GOOGL [-6.24, 15.10]%;IYR [-5.85, -2.03]%;1.673;0.221;0.023;0.099;0.666;0.104
AMZN [-6.15, 2.60]%;IYR [-6.04, -2.51]%;1.214;0.121;0.078;0.061;0.903;0.648
SPY [-4.98, -2.15]%, MU [-37.95, 41.42]%;IYR [-6.08, 0.03]%;1.712;0.712;0.063;0.325;0.638;0.089
JPM [-37.13, -3.29]%, SAP [-17.24, 9.01]%;IYR [-6.39, -2.56]%;2.816;0.291;0.035;0.213;0.663;0.12
JPM [-4.37, -0.63]%;IYR [-6.56, -0.97]%;1.357;0.332;0.096;0.123;0.932;0.29
JPM [-6.45, 16.79]%, SAP [-1.63, 22.44]%, WMT [-5.65, -0.85]%, DIS [-11.48, 20.69]%;IYR [-6.59, 0.71]%;1.193;0.64;0.111;0.125;0.639;0.173
SPY [-18.01, 9.21]%, UUP [-1.50, 0.76]%, INTC [-26.81, 0.43]%, JPM [-8.20, 11.72]%;IYR [-6.74, -0.02]%;1.202;0.502;0.141;0.117;0.661;0.281
XLE [-28.31, 9.02]%, CLX [-5.78, -4.25]%;IYR [-6.77, 1.71]%;1.202;0.871;0.023;0.151;0.742;0.026
XLV [-7.47, -1.53]%;IYR [-6.84, 0.64]%;1.463;0.771;0.124;0.291;0.82;0.16
XLK [-4.52, -3.54]%, XLF [-14.60, 21.78]%, AMZN [-15.85, 13.21]%;IYR [-7.00, 0.48]%;1.691;0.857;0.026;0.361;0.701;0.03
IWM [-24.00, 17.12]%, INTC [-7.51, -6.67]%;IYR [-7.10, 1.26]%;1.181;0.778;0.012;0.121;0.652;0.015
XLK [-10.58, -2.17]%;IYR [-7.14, 1.86]%;1.201;0.897;0.126;0.175;0.8;0.141
BA [-21.70, 8.19]%, SPY [-14.67, -2.08]%;IYR [-7.17, 1.86]%;1.156;0.864;0.092;0.13;0.76;0.107
XLE [-10.19, 19.55]%, JPM [-28.91, -1.15]%, KO [-3.12, 1.57]%;IYR [-7.43, 1.94]%;1.189;0.903;0.206;0.186;0.716;0.229
DIS [-0.88, 0.86]%, AMZN [-8.14, 1.47]%, JPM [-17.37, 8.46]%;IYR [-7.56, 1.95]%;1.144;0.874;0.13;0.129;0.83;0.148
INTC [-29.00, -0.67]%, SAP [-3.17, 22.44]%, DIS [-14.26, 18.30]%;IYR [-7.59, 1.91]%;1.142;0.866;0.259;0.154;0.54;0.299
UUP [-0.79, 2.11]%, SAP [-12.86, -5.92]%, AAPL [-16.69, 18.41]%;IYR [-7.76, 1.61]%;1.156;0.833;0.017;0.115;0.657;0.02
AMZN [-1.55, -0.04]%;IYR [-7.82, 0.41]%;1.184;0.59;0.09;0.108;0.924;0.152
AMZN [-13.74, 4.59]%, SAP [-25.63, 3.59]%;IYR [-7.88, -3.94]%;1.217;0.065;0.049;0.046;0.693;0.743
JPM [-22.27, 13.60]%, SPY [-5.95, -2.15]%;IYR [-7.89, 1.34]%;1.383;0.936;0.087;0.286;0.762;0.093
AMZN [-21.77, 12.27]%, JPM [-12.48, 2.15]%;IYR [-8.19, 0.54]%;1.123;0.588;0.418;0.222;0.711;0.711
XLF [-2.87, 25.32]%, XLE [-15.52, -5.40]%;IYR [-8.40, 0.66]%;1.185;0.64;0.014;0.102;0.747;0.021
EFX [-6.33, 1.33]%, INTC [-28.82, 40.54]%;IYR [-8.40, -2.97]%;1.301;0.123;0.073;0.07;0.596;0.596
EEM [-2.67, -0.51]%, DIS [-17.26, 15.65]%, EWP [-14.41, 15.74]%;IYR [-8.61, -1.67]%;1.351;0.256;0.055;0.085;0.601;0.217
JPM [-3.80, 16.76]%, INTC [-9.24, 4.87]%, WMT [-19.26, 15.32]%, CLX [-1.36, 0.55]%;IYR [-8.75, 0.82]%;1.131;0.645;0.177;0.103;0.666;0.274
EEM [-25.71, 10.46]%, UUP [0.86, 6.24]%, SAP [-22.29, 6.34]%;IYR [-8.87, -0.45]%;1.482;0.521;0.085;0.202;0.537;0.164
SPY [-7.08, 0.73]%;IYR [-9.29, -0.16]%;1.426;0.573;0.328;0.4;0.823;0.572
SAP [-16.20, 15.46]%, AMZN [-22.29, 1.10]%;IYR [-9.47, 1.96]%;1.109;0.854;0.488;0.196;0.611;0.572
EWP [-6.24, -2.66]%, XLK [-5.81, 5.53]%, CLX [-13.53, 6.43]%, SAP [-2.09, 11.44]%;IYR [-9.72, 1.54]%;1.217;0.871;0.046;0.164;0.714;0.053
BA [-31.28, 42.28]%, SAP [-4.02, -1.59]%, month([6, 10]), EEM [-25.71, 18.90]%;IYR [-9.92, -2.79]%;1.513;0.17;0.013;0.063;0.613;0.075
EEM [-6.34, -0.42]%, XLE [-7.63, 11.38]%, XLK [-4.68, 4.18]%;IYR [-9.98, -0.08]%;1.404;0.592;0.193;0.252;0.79;0.326
SAP [-6.25, 11.61]%, NVDA [-2.88, 8.09]%, IYR [-0.02, 16.51]%;JPM [1.95, 5.64]%;1.259;0.29;0.108;0.095;0.798;0.374
CLX [2.11, 17.11]%, month([3, 5]), IYR [-20.17, 13.01]%;JPM [-10.92, -2.73]%;1.64;0.245;0.01;0.1;0.693;0.042
INTC [-16.50, -4.27]%, IYR [-12.48, 8.46]%;JPM [-19.20, -7.15]%;4.997;0.115;0.014;0.104;0.781;0.119
SPY [-1.50, 8.88]%, NVDA [8.64, 23.33]%, DIS [1.65, 20.69]%, UUP [-1.51, 2.34]%, IYR [-7.80, 10.21]%;JPM [2.47, 8.98]%;2.948;0.636;0.018;0.433;0.722;0.028
IYR [-7.95, 9.19]%, SPY [-8.58, -3.08]%;JPM [-9.39, 1.89]%;1.247;0.863;0.038;0.179;0.812;0.044
AMZN [3.27, 40.57]%, EEM [-6.03, 26.35]%, BA [-16.82, 58.79]%;KO [-0.81, 11.49]%;1.101;0.799;0.186;0.096;0.451;0.233
JPM [-5.64, 36.80]%, SPY [-0.93, 14.68]%, AMZN [-14.47, 24.76]%, XLE [-13.97, 21.29]%;KO [1.00, 5.93]%;1.159;0.367;0.273;0.197;0.535;0.744
SPY [1.13, 12.16]%, IYR [-31.10, 30.82]%, EFX [-7.14, 20.81]%, XLE [-3.81, 24.13]%;KO [1.09, 5.88]%;1.532;0.456;0.138;0.227;0.521;0.303
month([3, 8]), XOM [-16.47, 14.82]%, EEM [-2.75, 22.13]%, XLV [-14.28, 8.39]%, IWM [0.49, 7.51]%, SPY [-18.91, 5.89]%, XLE [-14.27, 5.14]%;KO [-1.14, 5.88]%;1.143;0.884;0.188;0.14;0.51;0.212
SPY [-17.22, 10.44]%, UUP [-0.53, 5.74]%, XOM [-9.62, -2.57]%, EWP [-5.43, 19.94]%, IYR [-11.24, 21.34]%, DIS [-8.44, 3.41]%;KO [-6.43, -1.07]%;1.694;0.366;0.029;0.163;0.572;0.079
WMT [-16.92, 14.28]%, SPY [-5.59, 10.79]%, XLE [5.57, 21.79]%;MSFT [0.02, 10.31]%;1.165;0.65;0.033;0.097;0.522;0.051
JPM [8.79, 20.42]%, DIS [0.08, 20.69]%, SAP [-16.25, 22.44]%;MSFT [-0.04, 13.33]%;1.54;0.875;0.012;0.311;0.55;0.014
XLE [-11.13, 9.57]%, SPY [-6.53, 17.92]%, DIS [-13.91, 20.69]%, BA [-33.45, 61.09]%, IYR [-21.83, 12.48]%, AAPL [2.30, 18.41]%;MSFT [-0.04, 16.89]%;1.307;0.746;0.233;0.255;0.428;0.312
CLX [2.49, 4.84]%, IYR [-11.99, 8.88]%;MSFT [0.49, 16.89]%;1.192;0.582;0.061;0.105;0.708;0.104
